paper_title,paper_authors
Predicting Sharp and Accurate Occlusion Boundaries in Monocular Depth Estimation Using Displacement Fields,"Michael Ramamonjisoa, Yuming Du, Vincent Lepetit"
Bidirectional Graph Reasoning Network for Panoptic Segmentation,"Yangxin Wu, Gengwei Zhang, Yiming Gao, Xiajun Deng, Ke Gong, Xiaodan Liang, Liang Lin"
Image Search With Text Feedback by Visiolinguistic Attention Learning,"Yanbei Chen, Shaogang Gong, Loris Bazzani"
Spatiotemporal Fusion in 3D CNNs: A Probabilistic View,"Yizhou Zhou, Xiaoyan Sun, Chong Luo, Zheng-Jun Zha, Wenjun Zeng"
High-Order Information Matters: Learning Relation and Topology for Occluded Person Re-Identification,"Guan'an Wang, Shuo Yang, Huanyu Liu, Zhicheng Wang, Yang Yang, Shuliang Wang, Gang Yu, Erjin Zhou, Jian Sun"
Joint 3D Instance Segmentation and Object Detection for Autonomous Driving,"Dingfu Zhou, Jin Fang, Xibin Song, Liu Liu, Junbo Yin, Yuchao Dai, Hongdong Li, Ruigang Yang"
LiDARsim: Realistic LiDAR Simulation by Leveraging the Real World,"Sivabalan Manivasagam, Shenlong Wang, Kelvin Wong, Wenyuan Zeng, Mikita Sazanovich, Shuhan Tan, Bin Yang, Wei-Chiu Ma, Raquel Urtasun"
Self-Supervised Monocular Scene Flow Estimation,"Junhwa Hur, Stefan Roth"
DUNIT: Detection-Based Unsupervised Image-to-Image Translation,"Deblina Bhattacharjee, Seungryong Kim, Guillaume Vizier, Mathieu Salzmann"
Counting Out Time: Class Agnostic Video Repetition Counting in the Wild,"Debidatta Dwibedi, Yusuf Aytar, Jonathan Tompson, Pierre Sermanet, Andrew Zisserman"
End-to-End Model-Free Reinforcement Learning for Urban Driving Using Implicit Affordances,"Marin Toromanoff, Emilie Wirbel, Fabien Moutarde"
Self-Supervised Human Depth Estimation From Monocular Videos,"Feitong Tan, Hao Zhu, Zhaopeng Cui, Siyu Zhu, Marc Pollefeys, Ping Tan"
Inducing Hierarchical Compositional Model by Sparsifying Generator Network,"Xianglei Xing, Tianfu Wu, Song-Chun Zhu, Ying Nian Wu"
Model Adaptation: Unsupervised Domain Adaptation Without Source Data,"Rui Li, Qianfen Jiao, Wenming Cao, Hau-San Wong, Si Wu"
Enhancing Intrinsic Adversarial Robustness via Feature Pyramid Decoder,"Guanlin Li, Shuya Ding, Jun Luo, Chang Liu"
What Deep CNNs Benefit From Global Covariance Pooling: An Optimization Perspective,"Qilong Wang, Li Zhang, Banggu Wu, Dongwei Ren, Peihua Li, Wangmeng Zuo, Qinghua Hu"
VecRoad: Point-Based Iterative Graph Exploration for Road Graphs Extraction,"Yong-Qiang Tan, Shang-Hua Gao, Xuan-Yi Li, Ming-Ming Cheng, Bo Ren"
Two-Shot Spatially-Varying BRDF and Shape Estimation,"Mark Boss, Varun Jampani, Kihwan Kim, Hendrik P.A. Lensch, Jan Kautz"
EmotiCon: Context-Aware Multimodal Emotion Recognition Using Frege's Principle,"Trisha Mittal, Pooja Guhan, Uttaran Bhattacharya, Rohan Chandra, Aniket Bera, Dinesh Manocha"
Uncertainty Based Camera Model Selection,"Michal Polic, Stanislav Steidl, Cenek Albl, Zuzana Kukelova, Tomas Pajdla"
Polarized Non-Line-of-Sight Imaging,"Kenichiro Tanaka, Yasuhiro Mukaigawa, Achuta Kadambi"
Universal Weighting Metric Learning for Cross-Modal Matching,"Jiwei Wei, Xing Xu, Yang Yang, Yanli Ji, Zheng Wang, Heng Tao Shen"
Learning a Neural 3D Texture Space From 2D Exemplars,"Philipp Henzler, Niloy J. Mitra, Tobias Ritschel"
End-to-End Optimization of Scene Layout,"Andrew Luo, Zhoutong Zhang, Jiajun Wu, Joshua B. Tenenbaum"
Learning a Dynamic Map of Visual Appearance,"Tawfiq Salem, Scott Workman, Nathan Jacobs"
Structure-Preserving Super Resolution With Gradient Guidance,"Cheng Ma, Yongming Rao, Yean Cheng, Ce Chen, Jiwen Lu, Jie Zhou"
HVNet: Hybrid Voxel Network for LiDAR Based 3D Object Detection,"Maosheng Ye, Shuangjie Xu, Tongyi Cao"
Learning From Synthetic Animals,"Jiteng Mu, Weichao Qiu, Gregory D. Hager, Alan L. Yuille"
Neural Contours: Learning to Draw Lines From 3D Shapes,"Difan Liu, Mohamed Nabail, Aaron Hertzmann, Evangelos Kalogerakis"
Action Modifiers: Learning From Adverbs in Instructional Videos,"Hazel Doughty, Ivan Laptev, Walterio Mayol-Cuevas, Dima Damen"
3D Part Guided Image Editing for Fine-Grained Object Understanding,"Zongdai Liu, Feixiang Lu, Peng Wang, Hui Miao, Liangjun Zhang, Ruigang Yang, Bin Zhou"
An Efficient PointLSTM for Point Clouds Based Gesture Recognition,"Yuecong Min, Yanxiao Zhang, Xiujuan Chai, Xilin Chen"
Zero-Reference Deep Curve Estimation for Low-Light Image Enhancement,"Chunle Guo, Chongyi Li, Jichang Guo, Chen Change Loy, Junhui Hou, Sam Kwong, Runmin Cong"
Learning Unseen Concepts via Hierarchical Decomposition and Composition,"Muli Yang, Cheng Deng, Junchi Yan, Xianglong Liu, Dacheng Tao"
SCOUT: Self-Aware Discriminant Counterfactual Explanations,"Pei Wang, Nuno Vasconcelos"
FPConv: Learning Local Flattening for Point Convolution,"Yiqun Lin, Zizheng Yan, Haibin Huang, Dong Du, Ligang Liu, Shuguang Cui, Xiaoguang Han"
Multi-Modality Cross Attention Network for Image and Sentence Matching,"Xi Wei, Tianzhu Zhang, Yan Li, Yongdong Zhang, Feng Wu"
Select to Better Learn: Fast and Accurate Deep Learning Using Data Selection From Nonlinear Manifolds,"Mohsen Joneidi, Saeed Vahidian, Ashkan Esmaeili, Weijia Wang, Nazanin Rahnavard, Bill Lin, Mubarak Shah"
View-GCN: View-Based Graph Convolutional Network for 3D Shape Analysis,"Xin Wei, Ruixuan Yu, Jian Sun"
Self-Supervised Domain-Aware Generative Network for Generalized Zero-Shot Learning,"Jiamin Wu, Tianzhu Zhang, Zheng-Jun Zha, Jiebo Luo, Yongdong Zhang, Feng Wu"
Towards Photo-Realistic Virtual Try-On by Adaptively Generating-Preserving Image Content,"Han Yang, Ruimao Zhang, Xiaobao Guo, Wei Liu, Wangmeng Zuo, Ping Luo"
Footprints and Free Space From a Single Color Image,"Jamie Watson, Michael Firman, Aron Monszpart, Gabriel J. Brostow"
EPOS: Estimating 6D Pose of Objects With Symmetries,"Tomas Hodan, Daniel Barath, Jiri Matas"
Phase Consistent Ecological Domain Adaptation,"Yanchao Yang, Dong Lao, Ganesh Sundaramoorthi, Stefano Soatto"
Towards Efficient Model Compression via Learned Global Ranking,"Ting-Wu Chin, Ruizhou Ding, Cha Zhang, Diana Marculescu"
Object Relational Graph With Teacher-Recommended Learning for Video Captioning,"Ziqi Zhang, Yaya Shi, Chunfeng Yuan, Bing Li, Peijin Wang, Weiming Hu, Zheng-Jun Zha"
Information-Driven Direct RGB-D Odometry,"Alejandro Fontan, Javier Civera, Rudolph Triebel"
Learning Multiview 3D Point Cloud Registration,"Zan Gojcic, Caifa Zhou, Jan D. Wegner, Leonidas J. Guibas, Tolga Birdal"
Texture and Shape Biased Two-Stream Networks for Clothing Classification and Attribute Recognition,"Yuwei Zhang, Peng Zhang, Chun Yuan, Zhi Wang"
Single-Side Domain Generalization for Face Anti-Spoofing,"Yunpei Jia, Jie Zhang, Shiguang Shan, Xilin Chen"
Transformation GAN for Unsupervised Image Synthesis and Representation Learning,"Jiayu Wang, Wengang Zhou, Guo-Jun Qi, Zhongqian Fu, Qi Tian, Houqiang Li"
Combining Detection and Tracking for Human Pose Estimation in Videos,"Manchen Wang, Joseph Tighe, Davide Modolo"
Optical Non-Line-of-Sight Physics-Based 3D Human Pose Estimation,"Mariko Isogawa, Ye Yuan, Matthew O'Toole, Kris M. Kitani"
Robustness Guarantees for Deep Neural Networks on Videos,"Min Wu, Marta Kwiatkowska"
Few Sample Knowledge Distillation for Efficient Network Compression,"Tianhong Li, Jianguo Li, Zhuang Liu, Changshui Zhang"
Barycenters of Natural Images  Constrained Wasserstein Barycenters for Image Morphing,"Dror Simon, Aviad Aberdam"
Neural Data Server: A Large-Scale Search Engine for Transfer Learning Data,"Xi Yan, David Acuna, Sanja Fidler"
Context R-CNN: Long Term Temporal Context for Per-Camera Object Detection,"Sara Beery, Guanhang Wu, Vivek Rathod, Ronny Votel, Jonathan Huang"
Future Video Synthesis With Object Motion Prediction,"Yue Wu, Rongrong Gao, Jaesik Park, Qifeng Chen"
Instance Guided Proposal Network for Person Search,"Wenkai Dong, Zhaoxiang Zhang, Chunfeng Song, Tieniu Tan"
Temporal-Context Enhanced Detection of Heavily Occluded Pedestrians,"Jialian Wu, Chunluan Zhou, Ming Yang, Qian Zhang, Yuan Li, Junsong Yuan"
Reference-Based Sketch Image Colorization Using Augmented-Self Reference and Dense Semantic Correspondence,"Junsoo Lee, Eungyeup Kim, Yunsung Lee, Dongjun Kim, Jaehyuk Chang, Jaegul Choo"
Deep Representation Learning on Long-Tailed Data: A Learnable Embedding Augmentation Perspective,"Jialun Liu, Yifan Sun, Chuchu Han, Zhaopeng Dou, Wenhui Li"
NMS by Representative Region: Towards Crowded Pedestrian Detection by Proposal Pairing,"Xin Huang, Zheng Ge, Zequn Jie, Osamu Yoshie"
Collaborative Motion Prediction via Neural Motion Message Passing,"Yue Hu, Siheng Chen, Ya Zhang, Xiao Gu"
Non-Line-of-Sight Surface Reconstruction Using the Directional Light-Cone Transform,"Sean I. Young, David B. Lindell, Bernd Girod, David Taubman, Gordon Wetzstein"
PhraseCut: Language-Based Image Segmentation in the Wild,"Chenyun Wu, Zhe Lin, Scott Cohen, Trung Bui, Subhransu Maji"
End-to-End Learnable Geometric Vision by Backpropagating PnP Optimization,"Bo Chen, Alvaro Parra, Jiewei Cao, Nan Li, Tat-Jun Chin"
IntrA: 3D Intracranial Aneurysm Dataset for Deep Learning,"Xi Yang, Ding Xia, Taichi Kin, Takeo Igarashi"
Learning User Representations for Open Vocabulary Image Hashtag Prediction,Thibaut Durand
Learning Texture Transformer Network for Image Super-Resolution,"Fuzhi Yang, Huan Yang, Jianlong Fu, Hongtao Lu, Baining Guo"
3D-ZeF: A 3D Zebrafish Tracking Benchmark Dataset,"Malte Pedersen, Joakim Bruslund Haurum, Stefan Hein Bengtson, Thomas B. Moeslund"
PFCNN: Convolutional Neural Networks on 3D Surfaces Using Parallel Frames,"Yuqi Yang, Shilin Liu, Hao Pan, Yang Liu, Xin Tong"
Distribution-Induced Bidirectional Generative Adversarial Network for Graph Representation Learning,"Shuai Zheng, Zhenfeng Zhu, Xingxing Zhang, Zhizhe Liu, Jian Cheng, Yao Zhao"
X3D: Expanding Architectures for Efficient Video Recognition,Christoph Feichtenhofer
Learning Weighted Submanifolds With Variational Autoencoders and Riemannian Variational Autoencoders,"Nina Miolane, Susan Holmes"
Benchmarking the Robustness of Semantic Segmentation Models,"Christoph Kamann, Carsten Rother"
Unsupervised Intra-Domain Adaptation for Semantic Segmentation Through Self-Supervision,"Fei Pan, Inkyu Shin, Francois Rameau, Seokju Lee, In So Kweon"
Learning Situational Driving,"Eshed Ohn-Bar, Aditya Prakash, Aseem Behl, Kashyap Chitta, Andreas Geiger"
Local Implicit Grid Representations for 3D Scenes,"Chiyu ""Max"" Jiang, Avneesh Sud, Ameesh Makadia, Jingwei Huang, Matthias Niessner, Thomas Funkhouser"
Something-Else: Compositional Action Recognition With Spatial-Temporal Interaction Networks,"Joanna Materzynska, Tete Xiao, Roei Herzig, Huijuan Xu, Xiaolong Wang, Trevor Darrell"
Pose-Guided Visible Part Matching for Occluded Person ReID,"Shang Gao, Jingya Wang, Huchuan Lu, Zimo Liu"
Deformable Siamese Attention Networks for Visual Object Tracking,"Yuechen Yu, Yilei Xiong, Weilin Huang, Matthew R. Scott"
Exploring Spatial-Temporal Multi-Frequency Analysis for High-Fidelity and Temporal-Consistency Video Prediction,"Beibei Jin, Yu Hu, Qiankun Tang, Jingyu Niu, Zhiping Shi, Yinhe Han, Xiaowei Li"
Online Knowledge Distillation via Collaborative Learning,"Qiushan Guo, Xinjiang Wang, Yichao Wu, Zhipeng Yu, Ding Liang, Xiaolin Hu, Ping Luo"
Learning Video Object Segmentation From Unlabeled Videos,"Xiankai Lu, Wenguan Wang, Jianbing Shen, Yu-Wing Tai, David J. Crandall, Steven C. H. Hoi"
Point-GNN: Graph Neural Network for 3D Object Detection in a Point Cloud,"Weijing Shi, Raj Rajkumar"
Probabilistic Pixel-Adaptive Refinement Networks,"Anne S. Wannenwetsch, Stefan Roth"
ScopeFlow: Dynamic Scene Scoping for Optical Flow,"Aviram Bar-Haim, Lior Wolf"
How Much Time Do You Have? Modeling Multi-Duration Saliency,"Camilo Fosco, Anelise Newman, Pat Sukhum, Yun Bin Zhang, Nanxuan Zhao, Aude Oliva, Zoya Bylinskii"
"""Looking at the Right Stuff"" - Guided Semantic-Gaze for Autonomous Driving","Anwesan Pal, Sayan Mondal, Henrik I. Christensen"
Context-Aware Human Motion Prediction,"Enric Corona, Albert Pumarola, Guillem Alenya, Francesc Moreno-Noguer"
Learning Fused Pixel and Feature-Based View Reconstructions for Light Fields,"Jinglei Shi, Xiaoran Jiang, Christine Guillemot"
Social-STGCNN: A Social Spatio-Temporal Graph Convolutional Neural Network for Human Trajectory Prediction,"Abduallah Mohamed, Kun Qian, Mohamed Elhoseiny, Christian Claudel"
MISC: Multi-Condition Injection and Spatially-Adaptive Compositing for Conditional Person Image Synthesis,"Shuchen Weng, Wenbo Li, Dawei Li, Hongxia Jin, Boxin Shi"
Google Landmarks Dataset v2 - A Large-Scale Benchmark for Instance-Level Recognition and Retrieval,"Tobias Weyand, Andre Araujo, Bingyi Cao, Jack Sim"
Efficient Neural Vision Systems Based on Convolutional Image Acquisition,"Pedram Pad, Simon Narduzzi, Clement Kundig, Engin Turetken, Siavash A. Bigdeli, L. Andrea Dunbar"
Pathological Retinal Region Segmentation From OCT Images Using Geometric Relation Based Augmentation,"Dwarikanath Mahapatra, Behzad Bozorgtabar, Ling Shao"
Lightweight Photometric Stereo for Facial Details Recovery,"Xueying Wang, Yudong Guo, Bailin Deng, Juyong Zhang"
DAVD-Net: Deep Audio-Aided Video Decompression of Talking Heads,"Xi Zhang, Xiaolin Wu, Xinliang Zhai, Xianye Ben, Chengjie Tu"
Filter Grafting for Deep Neural Networks,"Fanxu Meng, Hao Cheng, Ke Li, Zhixin Xu, Rongrong Ji, Xing Sun, Guangming Lu"
SAL: Sign Agnostic Learning of Shapes From Raw Data,"Matan Atzmon, Yaron Lipman"
Referring Image Segmentation via Cross-Modal Progressive Comprehension,"Shaofei Huang, Tianrui Hui, Si Liu, Guanbin Li, Yunchao Wei, Jizhong Han, Luoqi Liu, Bo Li"
"Intuitive, Interactive Beard and Hair Synthesis With Generative Models","Kyle Olszewski, Duygu Ceylan, Jun Xing, Jose Echevarria, Zhili Chen, Weikai Chen, Hao Li"
Learning Filter Pruning Criteria for Deep Convolutional Neural Networks Acceleration,"Yang He, Yuhang Ding, Ping Liu, Linchao Zhu, Hanwang Zhang, Yi Yang"
SAPIEN: A SimulAted Part-Based Interactive ENvironment,"Fanbo Xiang, Yuzhe Qin, Kaichun Mo, Yikuan Xia, Hao Zhu, Fangchen Liu, Minghua Liu, Hanxiao Jiang, Yifu Yuan, He Wang, Li Yi, Angel X. Chang, Leonidas J. Guibas, Hao Su"
Global Optimality for Point Set Registration Using Semidefinite Programming,"Jose Pedro Iglesias, Carl Olsson, Fredrik Kahl"
WCP: Worst-Case Perturbations for Semi-Supervised Deep Learning,"Liheng Zhang, Guo-Jun Qi"
Appearance Shock Grammar for Fast Medial Axis Extraction From Real Images,"Charles-Olivier Dufresne Camaro, Morteza Rezanejad, Stavros Tsogkas, Kaleem Siddiqi, Sven Dickinson"
SQE: a Self Quality Evaluation Metric for Parameters Optimization in Multi-Object Tracking,"Yanru Huang, Feiyu Zhu, Zheni Zeng, Xi Qiu, Yuan Shen, Jianan Wu"
Separating Particulate Matter From a Single Microscopic Image,"Tushar Sandhan, Jin Young Choi"
TransMatch: A Transfer-Learning Scheme for Semi-Supervised Few-Shot Learning,"Zhongjie Yu, Lin Chen, Zhongwei Cheng, Jiebo Luo"
PointASNL: Robust Point Clouds Processing Using Nonlocal Neural Networks With Adaptive Sampling,"Xu Yan, Chaoda Zheng, Zhen Li, Sheng Wang, Shuguang Cui"
Event Probability Mask (EPM) and Event Denoising Convolutional Neural Network (EDnCNN) for Neuromorphic Cameras,"R. Wes Baldwin, Mohammed Almatrafi, Vijayan Asari, Keigo Hirakawa"
Solving Mixed-Modal Jigsaw Puzzle for Fine-Grained Sketch-Based Image Retrieval,"Kaiyue Pang, Yongxin Yang, Timothy M. Hospedales, Tao Xiang, Yi-Zhe Song"
Minimizing Discrete Total Curvature for Image Processing,"Qiuxiang Zhong, Yutong Li, Yijie Yang, Yuping Duan"
Peek-a-Boo: Occlusion Reasoning in Indoor Scenes With Plane Representations,"Ziyu Jiang, Buyu Liu, Samuel Schulter, Zhangyang Wang, Manmohan Chandraker"
PV-RCNN: Point-Voxel Feature Set Abstraction for 3D Object Detection,"Shaoshuai Shi, Chaoxu Guo, Li Jiang, Zhe Wang, Jianping Shi, Xiaogang Wang, Hongsheng Li"
Unsupervised Learning of Intrinsic Structural Representation Points,"Nenglun Chen, Lingjie Liu, Zhiming Cui, Runnan Chen, Duygu Ceylan, Changhe Tu, Wenping Wang"
Unsupervised Learning of Probably Symmetric Deformable 3D Objects From Images in the Wild,"Shangzhe Wu, Christian Rupprecht, Andrea Vedaldi"
A Real-Time Cross-Modality Correlation Filtering Method for Referring Expression Comprehension,"Yue Liao, Si Liu, Guanbin Li, Fei Wang, Yanjie Chen, Chen Qian, Bo Li"
Deep Active Learning for Biased Datasets via Fisher Kernel Self-Supervision,"Denis Gudovskiy, Alec Hodgkinson, Takuya Yamaguchi, Sotaro Tsukizawa"
Multi-scale Domain-adversarial Multiple-instance CNN for Cancer Subtype Classification with Unannotated Histopathological Images,"Noriaki Hashimoto, Daisuke Fukushima, Ryoichi Koga, Yusuke Takagi, Kaho Ko, Kei Kohno, Masato Nakaguro, Shigeo Nakamura, Hidekata Hontani, Ichiro Takeuchi"
Cross-Modal Cross-Domain Moment Alignment Network for Person Search,"Ya Jing, Wei Wang, Liang Wang, Tieniu Tan"
FGN: Fully Guided Network for Few-Shot Instance Segmentation,"Zhibo Fan, Jin-Gang Yu, Zhihao Liang, Jiarong Ou, Changxin Gao, Gui-Song Xia, Yuanqing Li"
STAViS: Spatio-Temporal AudioVisual Saliency Network,"Antigoni Tsiami, Petros Koutras, Petros Maragos"
Smooth Shells: Multi-Scale Shape Registration With Functional Maps,"Marvin Eisenberger, Zorah Lahner, Daniel Cremers"
DualConvMesh-Net: Joint Geodesic and Euclidean Convolutions on 3D Meshes,"Jonas Schult, Francis Engelmann, Theodora Kontogianni, Bastian Leibe"
OctSqueeze: Octree-Structured Entropy Model for LiDAR Compression,"Lila Huang, Shenlong Wang, Kelvin Wong, Jerry Liu, Raquel Urtasun"
PnPNet: End-to-End Perception and Prediction With Tracking in the Loop,"Ming Liang, Bin Yang, Wenyuan Zeng, Yun Chen, Rui Hu, Sergio Casas, Raquel Urtasun"
"Noise Modeling, Synthesis and Classification for Generic Object Anti-Spoofing","Joel Stehouwer, Amin Jourabloo, Yaojie Liu, Xiaoming Liu"
Block-Wisely Supervised Neural Architecture Search With Knowledge Distillation,"Changlin Li, Jiefeng Peng, Liuchun Yuan, Guangrun Wang, Xiaodan Liang, Liang Lin, Xiaojun Chang"
Exemplar Normalization for Learning Deep Representation,"Ruimao Zhang, Zhanglin Peng, Lingyun Wu, Zhen Li, Ping Luo"
An Investigation Into the Stochasticity of Batch Whitening,"Lei Huang, Lei Zhao, Yi Zhou, Fan Zhu, Li Liu, Ling Shao"
PANDA: A Gigapixel-Level Human-Centric Video Dataset,"Xueyang Wang, Xiya Zhang, Yinheng Zhu, Yuchen Guo, Xiaoyun Yuan, Liuyu Xiang, Zerun Wang, Guiguang Ding, David Brady, Qionghai Dai, Lu Fang"
Graph-Structured Referring Expression Reasoning in the Wild,"Sibei Yang, Guanbin Li, Yizhou Yu"
VIBE: Video Inference for Human Body Pose and Shape Estimation,"Muhammed Kocabas, Nikos Athanasiou, Michael J. Black"
Few-Shot Learning of Part-Specific Probability Space for 3D Shape Segmentation,"Lingjing Wang, Xiang Li, Yi Fang"
Feature-Metric Registration: A Fast Semi-Supervised Approach for Robust Point Cloud Registration Without Correspondences,"Xiaoshui Huang, Guofeng Mei, Jian Zhang"
Actor-Transformers for Group Activity Recognition,"Kirill Gavrilyuk, Ryan Sanford, Mehrsan Javan, Cees G. M. Snoek"
The Garden of Forking Paths: Towards Multi-Future Trajectory Prediction,"Junwei Liang, Lu Jiang, Kevin Murphy, Ting Yu, Alexander Hauptmann"
Domain Adaptation for Image Dehazing,"Yuanjie Shao, Lerenhan Li, Wenqi Ren, Changxin Gao, Nong Sang"
PolarMask: Single Shot Instance Segmentation With Polar Representation,"Enze Xie, Peize Sun, Xiaoge Song, Wenhai Wang, Xuebo Liu, Ding Liang, Chunhua Shen, Ping Luo"
